date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:17:38	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Mar%202024%2015:47:37%20GMT	http://vedix.com/cdn/shop/files/analysis-payment-healthyhair.png?v=16332918713828162057	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/analysis-payment-healthyhair1433.png	(from https://vedix.com/pages/subscription)
21:17:39	11106/11106	---M--	200	added ('OK')	image/png	date:Thu,%2014%20Mar%202024%2008:39:04%20GMT	https://vedix.com/cdn/shop/files/analysis-payment-healthyhair.png?v=16332918713828162057	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/analysis-payment-healthyhair1433.png	(from https://vedix.com/pages/subscription)
21:17:39	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Mar%202024%2015:47:39%20GMT	http://vedix.com/cdn/shop/files/analysis-payment-ayush.png?v=2824039212864187987	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/analysis-payment-ayushf877.png	(from https://vedix.com/pages/subscription)
21:17:40	13084/13084	---M--	200	added ('OK')	image/png	date:Thu,%2014%20Mar%202024%2008:38:45%20GMT	https://vedix.com/cdn/shop/files/analysis-payment-ayush.png?v=2824039212864187987	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/analysis-payment-ayushf877.png	(from https://vedix.com/pages/subscription)
21:17:40	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Mar%202024%2015:47:40%20GMT	http://vedix.com/cdn/shop/files/analysis-payment-stylecraze.png?v=11012267848535497340	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/analysis-payment-stylecrazeac4c.png	(from https://vedix.com/pages/subscription)
21:17:41	7465/7465	---M--	200	added ('OK')	image/png	date:Thu,%2014%20Mar%202024%2008:38:54%20GMT	https://vedix.com/cdn/shop/files/analysis-payment-stylecraze.png?v=11012267848535497340	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/analysis-payment-stylecrazeac4c.png	(from https://vedix.com/pages/subscription)
21:17:41	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Mar%202024%2015:47:41%20GMT	http://vedix.com/cdn/shop/files/analysis-payment-madeinindia.png?v=8591399178135497176	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/analysis-payment-madeinindiaabfa.png	(from https://vedix.com/pages/subscription)
21:17:41	37022/37022	---M--	200	added ('OK')	image/png	date:Thu,%2014%20Mar%202024%2008:39:06%20GMT	https://vedix.com/cdn/shop/files/analysis-payment-madeinindia.png?v=8591399178135497176	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/analysis-payment-madeinindiaabfa.png	(from https://vedix.com/pages/subscription)
21:17:43	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Mar%202024%2015:47:41%20GMT	http://vedix.com/cdn/shop/files/analysis-payment-guarantee.png?v=12386552384583525039	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/analysis-payment-guarantee6b42.png	(from https://vedix.com/pages/subscription)
21:17:43	13578/13578	---M--	200	added ('OK')	image/png	date:Thu,%2014%20Mar%202024%2008:39:12%20GMT	https://vedix.com/cdn/shop/files/analysis-payment-guarantee.png?v=12386552384583525039	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/analysis-payment-guarantee6b42.png	(from https://vedix.com/pages/subscription)
21:17:43	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Mar%202024%2015:47:43%20GMT	http://vedix.com/cdn/shop/files/analysis-payment-natural.png?v=8504282514489520745	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/analysis-payment-natural5a71.png	(from https://vedix.com/pages/subscription)
21:17:44	8177/8177	---M--	200	added ('OK')	image/png	date:Thu,%2014%20Mar%202024%2008:38:51%20GMT	https://vedix.com/cdn/shop/files/analysis-payment-natural.png?v=8504282514489520745	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/analysis-payment-natural5a71.png	(from https://vedix.com/pages/subscription)
21:17:44	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Mar%202024%2015:47:44%20GMT	http://vedix.com/cdn/shop/files/analysis-payment-freeshipping.png?v=1893681040044845392	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/analysis-payment-freeshippingabb5.png	(from https://vedix.com/pages/subscription)
21:17:44	15886/15886	---M--	200	added ('OK')	image/png	date:Wed,%2028%20Feb%202024%2011:53:12%20GMT	https://vedix.com/cdn/shop/files/analysis-payment-freeshipping.png?v=1893681040044845392	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/analysis-payment-freeshippingabb5.png	(from https://vedix.com/pages/subscription)
21:17:45	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Mar%202024%2015:47:44%20GMT	http://vedix.com/cdn/shop/files/analysis-doc-zeel.jpg?v=4377037650105578692	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/analysis-doc-zeel97fa.jpg	(from https://vedix.com/pages/subscription)
21:17:45	14278/14278	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Feb%202024%2011:53:12%20GMT	https://vedix.com/cdn/shop/files/analysis-doc-zeel.jpg?v=4377037650105578692	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/analysis-doc-zeel97fa.jpg	(from https://vedix.com/pages/subscription)
21:17:45	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Mar%202024%2015:47:45%20GMT	http://vedix.com/cdn/shop/files/analysis-doc-sridevi.jpg?v=14448961898689147770	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/analysis-doc-sridevi4d0d.jpg	(from https://vedix.com/pages/subscription)
21:17:45	17020/17020	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Feb%202024%2011:53:12%20GMT	https://vedix.com/cdn/shop/files/analysis-doc-sridevi.jpg?v=14448961898689147770	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/analysis-doc-sridevi4d0d.jpg	(from https://vedix.com/pages/subscription)
21:17:46	54395/54395	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:cd4c8afbb2792573adc2a66390f54791%22	https://vedix.com/pages/vpq	C:/My%20Web%20Sites/new/vedix.com/pages/vpq.html	(from https://vedix.com/pages/subscription)
21:17:46	16635/16635	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:79cc7feab08578f00f9439e24909714f%22	https://vedix.com/pages/dashboard	C:/My%20Web%20Sites/new/vedix.com/pages/dashboard.html	(from https://vedix.com/pages/subscription)
21:17:47	9/9	---MCZ	404	error ('Not%20Found')	text/plain	etag:%22cacheable:446ad359cdd97005ca5909fdb0a91f6f%22	https://vedix.com/pages/-men.jpg	C:/My%20Web%20Sites/new/vedix.com/pages/-men.jpg	(from https://vedix.com/pages/subscription)
21:17:47	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Mar%202024%2015:47:46%20GMT	http://vedix.com/cdn/shop/files/landing-footer-bg.png?v=1706011792	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/landing-footer-bg22d5.png	(from https://vedix.com/pages/subscription)
21:17:48	68249/68249	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2004%20Feb%202024%2009:28:48%20GMT	https://cdn.shopify.com/s/files/1/0058/8827/8595/files/knockout-3.5.1.js?v=1706101044	C:/My%20Web%20Sites/new/cdn.shopify.com/s/files/1/0058/8827/8595/files/knockout-3.5.102e5.js	(from https://vedix.com/pages/vpq)
21:17:48	757832/757832	---M--	200	added ('OK')	image/png	date:Tue,%2012%20Mar%202024%2009:22:49%20GMT	https://vedix.com/cdn/shop/files/landing-footer-bg.png?v=1706011792	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/landing-footer-bg22d5.png	(from https://vedix.com/pages/subscription)
21:17:48	205991/205991	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2004%20Feb%202024%2009:28:48%20GMT	https://cdn.shopify.com/s/files/1/0058/8827/8595/files/survey-knockout-ui-1.9.127.min.js?v=1706101044	C:/My%20Web%20Sites/new/cdn.shopify.com/s/files/1/0058/8827/8595/files/survey-knockout-ui-1.9.127.min02e5.js	(from https://vedix.com/pages/vpq)
21:17:48	1216343/1216343	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2004%20Feb%202024%2009:28:48%20GMT	https://cdn.shopify.com/s/files/1/0058/8827/8595/files/survey-1.9.127.core.min.js?v=1706101047	C:/My%20Web%20Sites/new/cdn.shopify.com/s/files/1/0058/8827/8595/files/survey-1.9.127.core.min8c89.js	(from https://vedix.com/pages/vpq)
21:17:49	116622/116622	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2009:18:16%20GMT	https://cdn.shopify.com/s/files/1/0058/8827/8595/files/vpq-user-collage-m.jpg?v=1706139218	C:/My%20Web%20Sites/new/cdn.shopify.com/s/files/1/0058/8827/8595/files/vpq-user-collage-m70ed.jpg	(from https://vedix.com/pages/vpq)
21:17:50	337992/337992	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2009:18:16%20GMT	https://cdn.shopify.com/s/files/1/0058/8827/8595/files/vpq-user-collage-d.jpg?v=1706139220	C:/My%20Web%20Sites/new/cdn.shopify.com/s/files/1/0058/8827/8595/files/vpq-user-collage-d6cd0.jpg	(from https://vedix.com/pages/vpq)
21:17:50	13423/13423	---M--	200	added ('OK')	image/gif	date:Tue,%2013%20Feb%202024%2013:11:08%20GMT	https://cdn.shopify.com/s/files/1/0037/7690/5283/files/vpq-doshaicons-anim.gif?v=1707730036	C:/My%20Web%20Sites/new/cdn.shopify.com/s/files/1/0037/7690/5283/files/vpq-doshaicons-animbd15.gif	(from https://vedix.com/pages/vpq)
21:17:50	174986/174986	---M--	200	added ('OK')	image/png	date:Tue,%2012%20Mar%202024%2009:18:16%20GMT	https://cdn.shopify.com/s/files/1/0037/7690/5283/files/vpq-reviews-user1.png?v=1706601211	C:/My%20Web%20Sites/new/cdn.shopify.com/s/files/1/0037/7690/5283/files/vpq-reviews-user15514.png	(from https://vedix.com/pages/vpq)
21:17:51	175165/175165	---M--	200	added ('OK')	image/png	date:Tue,%2012%20Mar%202024%2009:18:16%20GMT	https://cdn.shopify.com/s/files/1/0037/7690/5283/files/vpq-reviews-user2.png?v=1706601211	C:/My%20Web%20Sites/new/cdn.shopify.com/s/files/1/0037/7690/5283/files/vpq-reviews-user25514.png	(from https://vedix.com/pages/vpq)
21:17:51	141491/141491	---M--	200	added ('OK')	image/png	date:Thu,%2014%20Mar%202024%2007:11:27%20GMT	https://cdn.shopify.com/s/files/1/0037/7690/5283/files/vpq-reviews-user3.png?v=1706601211	C:/My%20Web%20Sites/new/cdn.shopify.com/s/files/1/0037/7690/5283/files/vpq-reviews-user35514.png	(from https://vedix.com/pages/vpq)
21:17:51	17329/17329	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Mar%202024%2006:36:50%20GMT	https://cdn.shopify.com/s/files/1/0037/7690/5283/files/vpq-reviews-men-1.jpg?v=1706601211	C:/My%20Web%20Sites/new/cdn.shopify.com/s/files/1/0037/7690/5283/files/vpq-reviews-men-15514.jpg	(from https://vedix.com/pages/vpq)
21:17:51	18841/18841	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Mar%202024%2006:36:50%20GMT	https://cdn.shopify.com/s/files/1/0037/7690/5283/files/vpq-reviews-men-2.jpg?v=1706601211	C:/My%20Web%20Sites/new/cdn.shopify.com/s/files/1/0037/7690/5283/files/vpq-reviews-men-25514.jpg	(from https://vedix.com/pages/vpq)
21:17:51	21593/21593	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Mar%202024%2006:36:50%20GMT	https://cdn.shopify.com/s/files/1/0037/7690/5283/files/vpq-reviews-men-3.jpg?v=1706601211	C:/My%20Web%20Sites/new/cdn.shopify.com/s/files/1/0037/7690/5283/files/vpq-reviews-men-35514.jpg	(from https://vedix.com/pages/vpq)
21:17:53	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Mar%202024%2015:47:52%20GMT	http://vedix.com/cdn/shop/t/7/assets/vpq-common.js?v=44315595014805924951710396800	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/t/7/assets/vpq-common.7350f0.delayed	(from https://vedix.com/pages/vpq)
21:17:53	68439/68439	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:d502ba2bd9fccedecf9e3b1b9e54babe%22	https://vedix.com/pages/landing-74	C:/My%20Web%20Sites/new/vedix.com/pages/landing-74.html	(from https://vedix.com/pages/vpq)
21:17:53	10154/10154	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2014%20Mar%202024%2006:13:52%20GMT	https://vedix.com/cdn/shop/t/7/assets/vpq-common.js?v=44315595014805924951710396800	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/t/7/assets/vpq-common50f0.js	(from https://vedix.com/pages/vpq)
21:17:54	7080/7080	---M--	200	added ('OK')	image/png	date:Thu,%2014%20Mar%202024%2006:38:28%20GMT	https://cdn.shopify.com/s/files/1/0037/7690/5283/files/menu-icon-hair.png?v=1709628141	C:/My%20Web%20Sites/new/cdn.shopify.com/s/files/1/0037/7690/5283/files/menu-icon-hairb453.png	(from https://vedix.com/pages/dashboard)
21:17:54	7390/7390	---M--	200	added ('OK')	image/png	date:Thu,%2014%20Mar%202024%2006:45:30%20GMT	https://cdn.shopify.com/s/files/1/0037/7690/5283/files/menu-icon-skin.png?v=1709628141	C:/My%20Web%20Sites/new/cdn.shopify.com/s/files/1/0037/7690/5283/files/menu-icon-skinb453.png	(from https://vedix.com/pages/dashboard)
21:17:55	17173/17173	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:0107d77a54cbb0e0bd92f1633e516ea3%22	https://vedix.com/pages/why-vedix	C:/My%20Web%20Sites/new/vedix.com/pages/why-vedix.html	(from https://vedix.com/pages/dashboard)
21:17:55	17289/17289	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:cc3041eebb3f455badf8ec3489773add%22	https://vedix.com/pages/science	C:/My%20Web%20Sites/new/vedix.com/pages/science.html	(from https://vedix.com/pages/dashboard)
21:17:55	17504/17504	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:2ec2a4d19d2271adb78e35075be04867%22	https://vedix.com/pages/reviews	C:/My%20Web%20Sites/new/vedix.com/pages/reviews.html	(from https://vedix.com/pages/dashboard)
21:17:55	17249/17249	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:ef79565b2c7171c46d61bbf874849fcf%22	https://vedix.com/pages/faqs	C:/My%20Web%20Sites/new/vedix.com/pages/faqs.html	(from https://vedix.com/pages/dashboard)
21:17:56	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Mar%202024%2015:47:55%20GMT	http://vedix.com/cdn/shop/t/7/assets/section-main-page.css?v=848677459125201531706011789	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/t/7/assets/section-main-page1222.css	(from https://vedix.com/pages/dashboard)
21:17:56	16929/16929	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:ed4fcb80c00b7418a28f48c77a1b2c79%22	https://vedix.com/pages/vpq-skin	C:/My%20Web%20Sites/new/vedix.com/pages/vpq-skin.html	(from https://vedix.com/pages/dashboard)
21:17:57	305/305	---M-Z	200	added ('OK')	text/css	date:Fri,%2023%20Feb%202024%2014:09:17%20GMT	https://vedix.com/cdn/shop/t/7/assets/section-main-page.css?v=848677459125201531706011789	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/t/7/assets/section-main-page1222.css	(from https://vedix.com/pages/dashboard)
21:17:57	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Mar%202024%2015:47:57%20GMT	http://vedix.com/cdn/shop/files/hero_jute_3prods_desktop.jpg?v=1706011791	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/hero_jute_3prods_desktopdac7.jpg	(from https://vedix.com/pages/landing-74)
21:17:59	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Mar%202024%2015:47:57%20GMT	http://vedix.com/cdn/shop/files/hero_jute_3prods_mobile.jpg?v=1706011791	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/hero_jute_3prods_mobiledac7.jpg	(from https://vedix.com/pages/landing-74)
21:17:59	261358/261358	---M--	200	added ('OK')	image/jpeg	date:Sat,%2010%20Feb%202024%2021:18:39%20GMT	https://vedix.com/cdn/shop/files/hero_jute_3prods_desktop.jpg?v=1706011791	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/hero_jute_3prods_desktopdac7.jpg	(from https://vedix.com/pages/landing-74)
21:18:00	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Mar%202024%2015:47:59%20GMT	http://vedix.com/cdn/shop/files/Story_Ankita_Lokhande.jpg?v=1706012046	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/Story_Ankita_Lokhande2981.jpg	(from https://vedix.com/pages/landing-74)
21:18:00	224563/224563	---M--	200	added ('OK')	image/jpeg	date:Sun,%2004%20Feb%202024%2017:42:12%20GMT	https://vedix.com/cdn/shop/files/hero_jute_3prods_mobile.jpg?v=1706011791	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/hero_jute_3prods_mobiledac7.jpg	(from https://vedix.com/pages/landing-74)
21:18:02	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Mar%202024%2015:48:00%20GMT	http://vedix.com/cdn/shop/files/Ankita_Lokhande.jpg?v=1706011785	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/Ankita_Lokhande0fb8.jpg	(from https://vedix.com/pages/landing-74)
21:18:02	107830/107830	---M--	200	added ('OK')	image/jpeg	date:Sun,%2004%20Feb%202024%2016:33:53%20GMT	https://vedix.com/cdn/shop/files/Story_Ankita_Lokhande.jpg?v=1706012046	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/Story_Ankita_Lokhande2981.jpg	(from https://vedix.com/pages/landing-74)
21:18:02	4757/4757	---M--	200	added ('OK')	image/jpeg	date:Fri,%2002%20Feb%202024%2003:38:30%20GMT	https://vedix.com/cdn/shop/files/Ankita_Lokhande.jpg?v=1706011785	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/Ankita_Lokhande0fb8.jpg	(from https://vedix.com/pages/landing-74)
21:18:04	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Mar%202024%2015:48:02%20GMT	http://vedix.com/cdn/shop/files/Story_Kajal_Agarwal.jpg?v=1706012046	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/Story_Kajal_Agarwal2981.jpg	(from https://vedix.com/pages/landing-74)
21:18:06	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Mar%202024%2015:48:04%20GMT	http://vedix.com/cdn/shop/files/Kajal_Agarwal.jpg?v=1706011785	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/Kajal_Agarwal0fb8.jpg	(from https://vedix.com/pages/landing-74)
21:18:06	165966/165966	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2009:01:21%20GMT	https://vedix.com/cdn/shop/files/Story_Kajal_Agarwal.jpg?v=1706012046	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/Story_Kajal_Agarwal2981.jpg	(from https://vedix.com/pages/landing-74)
21:18:06	4596/4596	---M--	200	added ('OK')	image/jpeg	date:Fri,%2016%20Feb%202024%2011:41:31%20GMT	https://vedix.com/cdn/shop/files/Kajal_Agarwal.jpg?v=1706011785	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/Kajal_Agarwal0fb8.jpg	(from https://vedix.com/pages/landing-74)
21:18:08	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Mar%202024%2015:48:06%20GMT	http://vedix.com/cdn/shop/files/Story_Neha_Dhupia.jpg?v=1706012046	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/Story_Neha_Dhupia2981.jpg	(from https://vedix.com/pages/landing-74)
21:18:10	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Mar%202024%2015:48:08%20GMT	http://vedix.com/cdn/shop/files/Neha_Dhupia.jpg?v=1706011785	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/Neha_Dhupia0fb8.jpg	(from https://vedix.com/pages/landing-74)
21:18:10	111673/111673	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2009:18:33%20GMT	https://vedix.com/cdn/shop/files/Story_Neha_Dhupia.jpg?v=1706012046	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/Story_Neha_Dhupia2981.jpg	(from https://vedix.com/pages/landing-74)
21:18:10	5435/5435	---M--	200	added ('OK')	image/jpeg	date:Fri,%2016%20Feb%202024%2011:41:32%20GMT	https://vedix.com/cdn/shop/files/Neha_Dhupia.jpg?v=1706011785	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/Neha_Dhupia0fb8.jpg	(from https://vedix.com/pages/landing-74)
21:18:12	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Mar%202024%2015:48:10%20GMT	http://vedix.com/cdn/shop/files/accordion-bg-pattern.png?v=1706011791	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/accordion-bg-patterndac7.png	(from https://vedix.com/pages/landing-74)
21:18:14	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Mar%202024%2015:48:12%20GMT	http://vedix.com/cdn/shop/files/3step-vpq.jpg?v=1706011790	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/3step-vpq01b9.jpg	(from https://vedix.com/pages/landing-74)
21:18:14	505793/505793	---M--	200	added ('OK')	image/png	date:Thu,%2015%20Feb%202024%2016:54:07%20GMT	https://vedix.com/cdn/shop/files/accordion-bg-pattern.png?v=1706011791	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/accordion-bg-patterndac7.png	(from https://vedix.com/pages/landing-74)
21:18:14	42916/42916	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2009:18:32%20GMT	https://vedix.com/cdn/shop/files/3step-vpq.jpg?v=1706011790	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/3step-vpq01b9.jpg	(from https://vedix.com/pages/landing-74)
21:18:16	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Mar%202024%2015:48:14%20GMT	http://vedix.com/cdn/shop/files/3step-regimen.jpg?v=1706011788	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/3step-regimen9103.jpg	(from https://vedix.com/pages/landing-74)
21:18:16	38575/38575	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2009:18:32%20GMT	https://vedix.com/cdn/shop/files/3step-regimen.jpg?v=1706011788	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/3step-regimen9103.jpg	(from https://vedix.com/pages/landing-74)
21:18:16	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Mar%202024%2015:48:16%20GMT	http://vedix.com/cdn/shop/files/3step-goals.jpg?v=1706011790	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/3step-goals01b9.jpg	(from https://vedix.com/pages/landing-74)
21:18:17	61017/61017	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2009:18:32%20GMT	https://vedix.com/cdn/shop/files/3step-goals.jpg?v=1706011790	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/3step-goals01b9.jpg	(from https://vedix.com/pages/landing-74)
21:18:18	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Mar%202024%2015:48:16%20GMT	http://vedix.com/cdn/shop/files/lp-oil.jpg?v=1706011785&width=638	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/lp-oil559a.jpg	(from https://vedix.com/pages/landing-74)
21:18:18	23093/23093	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Mar%202024%2014:00:20%20GMT	https://vedix.com/cdn/shop/files/lp-oil.jpg?v=1706011785&width=638	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/lp-oil559a.jpg	(from https://vedix.com/pages/landing-74)
21:18:18	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Mar%202024%2015:48:18%20GMT	http://vedix.com/cdn/shop/files/lp-serum.jpg?v=1706011785&width=638	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/lp-serum559a.jpg	(from https://vedix.com/pages/landing-74)
21:18:18	23920/23920	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2009:22:48%20GMT	https://vedix.com/cdn/shop/files/lp-serum.jpg?v=1706011785&width=638	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/lp-serum559a.jpg	(from https://vedix.com/pages/landing-74)
21:18:20	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Mar%202024%2015:48:18%20GMT	http://vedix.com/cdn/shop/files/lp-shampoo.jpg?v=1706011788&width=638	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/lp-shampoo52f4.jpg	(from https://vedix.com/pages/landing-74)
21:18:20	27798/27798	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Mar%202024%2014:00:20%20GMT	https://vedix.com/cdn/shop/files/lp-shampoo.jpg?v=1706011788&width=638	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/lp-shampoo52f4.jpg	(from https://vedix.com/pages/landing-74)
21:18:21	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Mar%202024%2015:48:20%20GMT	http://vedix.com/cdn/shop/files/bg-product-lg.png?v=1706012402	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/bg-product-lg22c6.png	(from https://vedix.com/pages/landing-74)
21:18:23	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Mar%202024%2015:48:21%20GMT	http://vedix.com/cdn/shop/files/lp-freebie-amla.jpg?v=1710420604	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/lp-freebie-amlaa038.jpg	(from https://vedix.com/pages/landing-74)
21:18:25	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Mar%202024%2015:48:23%20GMT	http://vedix.com/cdn/shop/files/lp-testimonial-user-1.jpg?v=1706011789')	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/lp-testimonial-user-16a51.jpg	(from https://vedix.com/pages/landing-74)
21:18:26	124682/124682	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Mar%202024%2012:55:49%20GMT	https://vedix.com/cdn/shop/files/lp-freebie-amla.jpg?v=1710420604	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/lp-freebie-amlaa038.jpg	(from https://vedix.com/pages/landing-74)
21:18:26	2117601/2117601	---M--	200	added ('OK')	image/png	date:Tue,%2012%20Mar%202024%2009:22:49%20GMT	https://vedix.com/cdn/shop/files/bg-product-lg.png?v=1706012402	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/bg-product-lg22c6.png	(from https://vedix.com/pages/landing-74)
